Transaction ID,Timestamp,Portfolio,ISIN,Issuer / Asset,Side,Quantity,Price (local),Currency,FX → CHF,Price (CHF),Amount (CHF),Rationale,Price Source
txn-gro-0007,2023-05-29 00:00:00,Growth,CH0012221716,ABB Ltd.,BUY,907.508497,33.7,CHF,1,33.7,30583.04,Position open · mandate inception DCA,yfinance
txn-gro-0156,2023-05-29 00:00:00,Growth,US4612021034,Intuit Inc.,BUY,108.45761,418.43,USD,0.90569,378.9679,41101.95,Position open · mandate inception DCA,yfinance
txn-gro-0233,2023-05-29 00:00:00,Growth,FR0000121972,Schneider Electric SE,BUY,232.130159,164.1,EUR,0.9711,159.3575,36991.68,Position open · mandate inception DCA,yfinance
txn-gro-0038,2023-05-30 00:00:00,Growth,CH1175448666,Straumann Holding AG,BUY,460.16025,136,CHF,1,136,62581.79,Position open · mandate inception DCA,yfinance
txn-gro-0146,2023-05-30 00:00:00,Growth,US7475251036,Qualcomm Inc.,BUY,298.347156,116,USD,0.90446,104.9174,31301.8,Position open · mandate inception DCA,yfinance
txn-gro-0262,2023-05-30 00:00:00,Growth,US0126531013,Albemarle Corp.,BUY,301.622924,201.86,USD,0.90446,182.5743,55068.59,Position open · mandate inception DCA,yfinance
txn-gro-0150,2023-06-01 00:00:00,Growth,US4581401001,Intel Corp.,BUY,440.193168,31.13,USD,0.90989,28.3249,12468.42,Position open · mandate inception DCA,yfinance
txn-gro-0215,2023-06-01 00:00:00,Growth,DK0062498333,Novo Nordisk A/S,BUY,1736.085069,549.3,DKK,0.130664,71.7737,124605.31,Position open · mandate inception DCA,yfinance
txn-gro-0112,2023-06-02 00:00:00,Growth,US64110L1061,Netflix Inc.,BUY,803.059615,40.047,USD,0.90559,36.2662,29123.89,Position open · mandate inception DCA,yfinance
txn-gro-0245,2023-06-02 00:00:00,Growth,NL0012969182,Adyen N.V.,BUY,44.094501,1582,EUR,0.97438,1541.4692,67970.31,Position open · mandate inception DCA,yfinance
txn-gro-0052,2023-06-03 00:00:00,Growth,US67066G1040,NVIDIA Corp.,BUY,711.657513,39.327,USD,0.90559,35.6141,25345.07,Position open · mandate inception DCA,yfinance
txn-gro-0087,2023-06-03 00:00:00,Growth,US5324571083,Eli Lilly & Co.,BUY,125.985497,442.33,USD,0.90559,400.5696,50465.96,Position open · mandate inception DCA,yfinance
txn-gro-0300,2023-06-09 00:00:00,Growth,CH0127181193,Swiss Confederation,BUY,1500,100,CHF,1,100,150000,Bond purchase at par · mandate inception,issuance_par
txn-gro-0307,2023-06-22 00:00:00,Growth,USY20721BB49,Republic of Indonesia,BUY,160.63535,100,USD,0.8923,89.23,14333.49,Bond purchase at par · mandate inception,issuance_par
txn-gro-0303,2023-06-28 00:00:00,Growth,US912810TV08,US Treasury,BUY,2570.165598,100,USD,0.89375,89.375,229708.55,Bond purchase at par · mandate inception,issuance_par
txn-gro-0306,2023-06-29 00:00:00,Growth,US105756BY51,Federative Republic of Brazil,BUY,160.63535,100,USD,0.89666,89.666,14403.53,Bond purchase at par · mandate inception,issuance_par
txn-gro-0304,2023-07-02 00:00:00,Growth,IE00BK7Y2R57,iShares USD Treas. ETF,BUY,2182.04827,100,EUR,0.97716,97.716,213221.02,Bond purchase at par · mandate inception,issuance_par
txn-gro-0310,2023-07-18 00:00:00,Growth,CH0014420878,UBS (CH) Property Fund,BUY,52.874792,136.0119,CHF,1,136.0119,7191.6,DCA into existing position,synth_estimated
txn-gro-0219,2023-07-21 00:00:00,Growth,DK0062498333,Novo Nordisk A/S,BUY,421.475257,554.6,DKK,0.129439,71.7869,30256.39,Tactical add · CIO conviction maintained,yfinance
txn-gro-0160,2023-07-24 00:00:00,Growth,US4612021034,Intuit Inc.,BUY,32.687342,488.5,USD,0.86624,423.1583,13831.92,DCA into existing position,yfinance
txn-gro-0266,2023-07-24 00:00:00,Growth,US0126531013,Albemarle Corp.,BUY,113.756084,210.8,USD,0.86624,182.6034,20772.25,Add on dip · technical entry,yfinance
txn-gro-0267,2023-08-06 00:00:00,Growth,US0126531013,Albemarle Corp.,BUY,130.69047,200.09,USD,0.87422,174.9227,22860.73,DCA into existing position,yfinance
txn-gro-0047,2023-08-11 00:00:00,Growth,CH0311864901,Vat Group AG,BUY,18.49295,355,CHF,1,355,6565,Quarterly rebalance · drift below target,yfinance
txn-gro-0311,2023-08-11 00:00:00,Growth,CH0014420878,UBS (CH) Property Fund,BUY,85.327502,134.2715,CHF,1,134.2715,11457.05,Top-up after deposit,synth_estimated
txn-gro-0115,2023-08-13 00:00:00,Growth,US64110L1061,Netflix Inc.,BUY,299.696518,42.166,USD,0.87679,36.9707,11080,Add on dip · technical entry,yfinance
txn-gro-0165,2023-09-02 00:00:00,Growth,US90353T1007,Uber Technologies Inc.,BUY,224.176403,47.04,USD,0.8832,41.5457,9313.57,Add on dip · technical entry,yfinance
txn-gro-0171,2023-09-02 00:00:00,Growth,US78409V1044,S&P Global Inc.,BUY,26.08843,394.24,USD,0.8832,348.1928,9083.8,Add on dip · technical entry,yfinance
txn-gro-0258,2023-09-08 00:00:00,Growth,US0382221051,Applied Materials Inc.,BUY,60.621306,147.53,USD,0.89267,131.6956,7983.56,Top-up after deposit,yfinance
txn-gro-0012,2023-09-11 00:00:00,Growth,CH0012221716,ABB Ltd.,BUY,258.917021,33,CHF,1,33,8544.26,Quarterly rebalance · drift below target,yfinance
txn-gro-0333,2023-09-12 00:00:00,Growth,IE00B1TXHL60,iShares Listed Private Eq,BUY,333.288793,99.0068,EUR,0.95785,94.8337,31607,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0180,2023-09-14 00:00:00,Growth,US22788C1053,CrowdStrike Holdings,BUY,30.115846,170.73,USD,0.8932,152.496,4592.55,Add on dip · technical entry,yfinance
txn-gro-0252,2023-09-16 00:00:00,Growth,DE000A1EWWW0,Adidas AG,BUY,89.472494,174.08,EUR,0.9531,165.9157,14844.89,Top-up after deposit,yfinance
txn-gro-0157,2023-09-18 00:00:00,Growth,US4612021034,Intuit Inc.,BUY,27.568287,535.01,USD,0.89688,479.8398,13228.36,Tactical add · CIO conviction maintained,yfinance
txn-gro-0316,2023-09-21 00:00:00,Growth,US29444U7000,Equinix Inc.,BUY,250.161561,138.7677,USD,0.8992,124.7799,31215.13,Top-up after deposit,synth_estimated
txn-gro-0242,2023-09-24 00:00:00,Growth,NL0011585146,Ferrari N.V.,BUY,42.095192,273,EUR,0.96431,263.2566,11081.84,Tactical add · CIO conviction maintained,yfinance
txn-gro-0088,2023-09-27 00:00:00,Growth,US5324571083,Eli Lilly & Co.,BUY,34.636679,549.76,USD,0.91576,503.4482,17437.77,Add on dip · technical entry,yfinance
txn-gro-0263,2023-10-10 00:00:00,Growth,US0126531013,Albemarle Corp.,BUY,120.797011,162.08,USD,0.90484,146.6565,17715.66,Top-up after deposit,yfinance
txn-gro-0123,2023-10-11 00:00:00,Growth,US00724F1012,Adobe Inc.,BUY,130.544835,549.91,USD,0.90455,497.4211,64935.75,DCA into existing position,yfinance
txn-gro-0345,2023-10-19 00:00:00,Growth,CH0454664001,21Shares Bitcoin ETP,BUY,99.795309,97.6466,CHF,1,97.6466,9744.68,Add on dip · technical entry,synth_estimated
txn-gro-0136,2023-10-24 00:00:00,Growth,US81762P1021,ServiceNow Inc.,BUY,293.381928,110.878,USD,0.8906,98.7479,28970.86,Add on dip · technical entry,yfinance
txn-gro-0297,2023-10-25 00:00:00,Growth,US7223041028,PDD Holdings Inc.,BUY,186.385153,107.49,USD,0.89306,95.995,17892.05,Top-up after deposit,yfinance
txn-gro-0135,2023-10-26 00:00:00,Growth,US81762P1021,ServiceNow Inc.,BUY,181.506326,110.19,USD,0.8967,98.8074,17934.16,Top-up after deposit,yfinance
txn-gro-0153,2023-10-28 00:00:00,Growth,US4581401001,Intel Corp.,BUY,157.490547,35.54,USD,0.89883,31.9444,5030.94,Top-up after deposit,yfinance
txn-gro-0161,2023-10-29 00:00:00,Growth,US4612021034,Intuit Inc.,BUY,58.930393,479.52,USD,0.89883,431.007,25399.41,DCA into existing position,yfinance
txn-gro-0016,2023-10-30 00:00:00,Growth,CH0418792922,Sika AG,BUY,189.611901,214.1,CHF,1,214.1,40595.91,Quarterly rebalance · drift below target,yfinance
txn-gro-0179,2023-10-31 00:00:00,Growth,US22788C1053,CrowdStrike Holdings,BUY,36.543517,176.77,USD,0.90206,159.4571,5827.12,Add on dip · technical entry,yfinance
txn-gro-0039,2023-11-17 00:00:00,Growth,CH1175448666,Straumann Holding AG,BUY,99.553078,119.95,CHF,1,119.95,11941.39,Add on dip · technical entry,yfinance
txn-gro-0137,2023-11-17 00:00:00,Growth,US81762P1021,ServiceNow Inc.,SELL,115.632648,130.872,USD,0.88848,116.2772,13445.43,Trim on rally · realising gains,yfinance
txn-gro-0285,2023-11-20 00:00:00,Growth,US58733R1023,MercadoLibre Inc.,BUY,19.740133,1481.99,USD,0.88593,1312.9394,25917.6,Add on dip · technical entry,yfinance
txn-gro-0292,2023-11-21 00:00:00,Growth,US7960502018,Samsung Electronics,BUY,89.12521,133.4071,USD,0.88436,117.9799,10514.99,Quarterly rebalance · drift below target,synth_estimated
txn-gro-0017,2023-11-25 00:00:00,Growth,CH0418792922,Sika AG,BUY,107.770256,237.3,CHF,1,237.3,25573.88,Top-up after deposit,yfinance
txn-gro-0323,2023-12-01 00:00:00,Growth,US2538681030,Digital Realty Trust,BUY,242.640082,120.767,USD,0.87466,105.63,25630.08,Add on dip · technical entry,synth_estimated
txn-gro-0049,2023-12-13 00:00:00,Growth,CH0311864901,Vat Group AG,BUY,11.024948,404.1,CHF,1,404.1,4455.18,Top-up after deposit,yfinance
txn-gro-0026,2023-12-14 00:00:00,Growth,CH0013841017,Lonza Group AG,BUY,55.407388,332,CHF,1,332,18395.25,Tactical add · CIO conviction maintained,yfinance
txn-gro-0125,2023-12-14 00:00:00,Growth,US00724F1012,Adobe Inc.,BUY,93.075464,584.64,USD,0.87097,509.2039,47394.39,Top-up after deposit,yfinance
txn-gro-0021,2023-12-15 00:00:00,Growth,CH0025751329,Logitech International,BUY,192.403628,82.36,CHF,1,82.36,15846.36,Top-up after deposit,yfinance
txn-gro-0034,2023-12-17 00:00:00,Growth,CH0024608827,Partners Group Holding,BUY,14.65626,1211,CHF,1,1211,17748.73,DCA into existing position,yfinance
txn-gro-0147,2023-12-17 00:00:00,Growth,US7475251036,Qualcomm Inc.,BUY,81.566582,143.13,USD,0.86713,124.1123,10123.42,Quarterly rebalance · drift below target,yfinance
txn-gro-0278,2023-12-17 00:00:00,Growth,US8740391003,TSMC,BUY,104.671503,102.54,USD,0.86713,88.9155,9306.92,Quarterly rebalance · drift below target,yfinance
txn-gro-0193,2023-12-30 00:00:00,Growth,US8334451098,Snowflake Inc.,BUY,92.885574,199,USD,0.84336,167.8286,15588.86,Add on dip · technical entry,yfinance
txn-gro-0253,2023-12-30 00:00:00,Growth,DE000A1EWWW0,Adidas AG,SELL,47.134671,184.16,EUR,0.93346,171.906,8102.73,Trim on rally · realising gains,yfinance
txn-gro-0158,2024-01-02 00:00:00,Growth,US4612021034,Intuit Inc.,BUY,43.375933,603.76,USD,0.84189,508.2995,22047.97,Top-up after deposit,yfinance
txn-gro-0177,2024-01-05 00:00:00,Growth,US22788C1053,CrowdStrike Holdings,BUY,38.752285,247.46,USD,0.85,210.341,8151.19,Quarterly rebalance · drift below target,yfinance
txn-gro-0241,2024-01-05 00:00:00,Growth,NL0011585146,Ferrari N.V.,BUY,62.318528,305.6,EUR,0.9306,284.3914,17722.85,Add on dip · technical entry,yfinance
txn-gro-0142,2024-01-11 00:00:00,Growth,US09857L1089,Booking Holdings Inc.,BUY,155.5553,142.0912,USD,0.8505,120.8486,18798.63,DCA into existing position,yfinance
txn-gro-0227,2024-01-16 00:00:00,Growth,LU1778762911,Spotify Technology S.A.,BUY,76.234151,203.35,USD,0.85598,174.0635,13269.59,DCA into existing position,yfinance
txn-gro-0148,2024-01-28 00:00:00,Growth,US7475251036,Qualcomm Inc.,BUY,131.805056,150.72,USD,0.8669,130.6592,17221.54,DCA into existing position,yfinance
txn-gro-0247,2024-02-01 00:00:00,Growth,NL0012969182,Adyen N.V.,BUY,21.45389,1197.6,EUR,0.93162,1115.7081,23936.28,Top-up after deposit,yfinance
txn-gro-0154,2024-02-09 00:00:00,Growth,US4581401001,Intel Corp.,SELL,58.320994,43.31,USD,0.87345,37.8291,2206.23,Trim on rally · realising gains,yfinance
txn-gro-0243,2024-02-15 00:00:00,Growth,NL0011585146,Ferrari N.V.,BUY,37.503277,359.6,EUR,0.9499,341.584,12810.52,Top-up after deposit,yfinance
txn-gro-0229,2024-02-20 00:00:00,Growth,LU1778762911,Spotify Technology S.A.,BUY,47.202505,243.4,USD,0.882747,214.8606,10141.96,Top-up after deposit,yfinance
txn-gro-0338,2024-02-29 00:00:00,Growth,CH0047533523,ZKB Gold ETF,BUY,104.807889,172.1754,CHF,1,172.1754,18045.34,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0120,2024-03-02 00:00:00,Growth,US79466L3024,Salesforce Inc.,BUY,134.164485,316.88,USD,0.8844,280.2487,37599.42,Add on dip · technical entry,yfinance
txn-gro-0270,2024-03-02 00:00:00,Growth,US29362U1043,Entegris Inc.,BUY,93.820585,138.56,USD,0.8844,122.5425,11497.01,DCA into existing position,yfinance
txn-gro-0028,2024-03-03 00:00:00,Growth,CH0013841017,Lonza Group AG,SELL,28.826302,465.6,CHF,1,465.6,13421.53,Trim on rally · realising gains,yfinance
txn-gro-0327,2024-03-03 00:00:00,Growth,LU0196152788,Partners Group Listed Investments - Listed PE,BUY,167.098574,148.5093,EUR,0.95571,141.9318,23716.61,Add on dip · technical entry,synth_estimated
txn-gro-0328,2024-03-07 00:00:00,Growth,LU0196152788,Partners Group Listed Investments - Listed PE,BUY,301.548941,149.3107,EUR,0.96144,143.5533,43288.35,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0085,2024-03-08 00:00:00,Growth,US0231351067,Amazon.com Inc.,BUY,111.5625,175.35,USD,0.8771,153.7995,17158.26,Top-up after deposit,yfinance
txn-gro-0010,2024-03-16 00:00:00,Growth,CH0012221716,ABB Ltd.,BUY,287.891557,42.4,CHF,1,42.4,12206.6,Quarterly rebalance · drift below target,yfinance
txn-gro-0279,2024-03-26 00:00:00,Growth,US8740391003,TSMC,BUY,89.405369,138.84,USD,0.89947,124.8824,11165.16,DCA into existing position,yfinance
txn-gro-0198,2024-04-04 00:00:00,Growth,US23804L1035,Datadog Inc.,BUY,45.64357,120.72,USD,0.90289,108.9969,4975.01,Tactical add · CIO conviction maintained,yfinance
txn-gro-0315,2024-04-08 00:00:00,Growth,US29444U7000,Equinix Inc.,BUY,243.196594,142.3611,USD,0.90317,128.5762,31269.3,Quarterly rebalance · drift below target,synth_estimated
txn-gro-0230,2024-04-10 00:00:00,Growth,LU1778762911,Spotify Technology S.A.,BUY,40.835129,299.99,USD,0.90298,270.885,11061.62,Top-up after deposit,yfinance
txn-gro-0293,2024-04-10 00:00:00,Growth,US7960502018,Samsung Electronics,SELL,58.105251,138.0315,USD,0.90298,124.6397,7242.22,Trim on rally · realising gains,synth_estimated
txn-gro-0098,2024-04-18 00:00:00,Growth,US30303M1027,Meta Platforms Inc.,BUY,65.427157,501.8,USD,0.9104,456.8387,29889.66,Top-up after deposit,yfinance
txn-gro-0197,2024-04-24 00:00:00,Growth,US23804L1035,Datadog Inc.,BUY,41.525545,127.07,USD,0.9114,115.8116,4809.14,Add on dip · technical entry,yfinance
txn-gro-0011,2024-05-02 00:00:00,Growth,CH0012221716,ABB Ltd.,BUY,189.094561,45.06,CHF,1,45.06,8520.6,Quarterly rebalance · drift below target,yfinance
txn-gro-0077,2024-05-04 00:00:00,Growth,US02079K3059,Alphabet Inc.,BUY,80.348427,167.24,USD,0.90977,152.1499,12225.01,Tactical add · CIO conviction maintained,yfinance
txn-gro-0084,2024-05-05 00:00:00,Growth,US0231351067,Amazon.com Inc.,BUY,178.333676,186.21,USD,0.90977,169.4083,30211.2,Top-up after deposit,yfinance
txn-gro-0265,2024-05-09 00:00:00,Growth,US0126531013,Albemarle Corp.,BUY,64.749648,133.55,USD,0.90799,121.2621,7851.68,Quarterly rebalance · drift below target,yfinance
txn-gro-0188,2024-05-13 00:00:00,Growth,US0404131064,Arista Networks Inc.,BUY,123.119384,77.4675,USD,0.90645,70.2204,8645.49,Tactical add · CIO conviction maintained,yfinance
txn-gro-0042,2024-05-16 00:00:00,Growth,CH1175448666,Straumann Holding AG,BUY,162.668284,123.55,CHF,1,123.55,20097.67,DCA into existing position,yfinance
txn-gro-0201,2024-05-17 00:00:00,Growth,US23804L1035,Datadog Inc.,SELL,32.803197,120.07,USD,0.90599,108.7822,3568.4,Trim on rally · realising gains,yfinance
txn-gro-0068,2024-05-18 00:00:00,Growth,US5949181045,Microsoft Corp.,SELL,66.460333,420.21,USD,0.90599,380.7061,25301.85,Trim on rally · realising gains,yfinance
txn-gro-0143,2024-05-25 00:00:00,Growth,US09857L1089,Booking Holdings Inc.,BUY,156.481739,151.814,USD,0.91433,138.8081,21720.93,DCA into existing position,yfinance
txn-gro-0031,2024-05-28 00:00:00,Growth,CH0024608827,Partners Group Holding,BUY,21.138025,1206.5,CHF,1,1206.5,25503.03,Quarterly rebalance · drift below target,yfinance
txn-gro-0032,2024-06-14 00:00:00,Growth,CH0024608827,Partners Group Holding,BUY,19.112815,1154.5,CHF,1,1154.5,22065.74,Top-up after deposit,yfinance
txn-gro-0231,2024-06-19 00:00:00,Growth,LU1778762911,Spotify Technology S.A.,BUY,69.000159,309.9,USD,0.88418,274.0074,18906.55,DCA into existing position,yfinance
txn-gro-0350,2024-06-26 00:00:00,Growth,CH0454664027,21Shares Ethereum ETP,BUY,62.572735,73.8927,CHF,1,73.8927,4623.67,DCA into existing position,synth_estimated
txn-gro-0002,2024-06-28 00:00:00,Growth,CH0244767585,UBS Group AG,BUY,713.67761,26.45,CHF,1,26.45,18876.77,Quarterly rebalance · drift below target,yfinance
txn-gro-0043,2024-06-29 00:00:00,Growth,CH1175448666,Straumann Holding AG,BUY,212.466655,111.3,CHF,1,111.3,23647.54,DCA into existing position,yfinance
txn-gro-0054,2024-07-05 00:00:00,Growth,US67066G1040,NVIDIA Corp.,BUY,213.466645,125.83,USD,0.90025,113.2785,24181.17,Tactical add · CIO conviction maintained,yfinance
